evaluation_id,case_id,model,question_type,numerical_accuracy,test_coverage,description_accuracy,hallucination_free,diagnostic_accuracy,reasoning_logic,evidence_support,relevance_to_diagnosis,clinical_feasibility,completeness,weighted_score,final_score,grade,critical_error_flag,critical_error_categories,score_capped,passed
EVAL-e37ac395b2c835f3,CLIN-033,Grok 4,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-c792b7b787ce629d,CLIN-033,Grok 4,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-33aa74d400fa6644,CLIN-033,OpenAI O3,Q1,5,5,4,4,,,,,,,4.7,92.5,A,False,,False,True
EVAL-8a7256819bb16b6a,CLIN-033,OpenAI O3,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-30294edc45346262,CLIN-033,OpenAI O3,Q3,,,,,,,,3,5,3,3.6,65.0,C,False,,False,True
EVAL-eee108c557406591,CLIN-033,Claude Sonnet 4 Thinking,Q1,5,5,4,4,,,,,,,4.7,92.5,A,False,,False,True
EVAL-86e627d1837fd340,CLIN-033,Claude Sonnet 4 Thinking,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-039fe6ac3f961092,CLIN-033,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-19a36a183e258c57,CLIN-034,Gemini 2.5 Pro,Q1,2,4,5,4,,,,,,,3.4,60.0,C,False,,False,True
EVAL-a8fbfb9f3cd04736,CLIN-034,Gemini 2.5 Pro,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-f9b437d9f3c4cc10,CLIN-034,Gemini 2.5 Pro,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-a53c242d36fbcd1c,CLIN-034,Grok 4,Q1,5,5,5,4,,,,,,,4.9,97.5,A,False,,False,True
EVAL-4b47f41e9898b8a5,CLIN-034,Grok 4,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-ed73e3da106f001d,CLIN-034,Grok 4,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-213d6c0d17634ed2,CLIN-034,OpenAI O3,Q1,2,5,2,4,,,,,,,3.1,49.0,D,True,Severity Misclassification,True,False
EVAL-845809c0c0020661,CLIN-034,OpenAI O3,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-c8bd10f1df363b9c,CLIN-034,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-879710e115c7ae55,CLIN-034,Claude Sonnet 4 Thinking,Q1,5,5,5,4,,,,,,,4.9,97.5,A,False,,False,True
EVAL-6f1bff572a88b12f,CLIN-034,Claude Sonnet 4 Thinking,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-7d0b0bbf6b651a60,CLIN-034,Claude Sonnet 4 Thinking,Q3,,,,,,,,4,5,4,4.3,82.5,B,False,,False,True
EVAL-bc269ec7c63b19ee,CLIN-035,Gemini 2.5 Pro,Q1,5,4,5,4,,,,,,,4.6,90.0,B,False,,False,True
EVAL-a7057e9ad0bcc56e,CLIN-035,Gemini 2.5 Pro,Q2,,,,,5,5,3,,,,4.6,90.0,B,False,,False,True
EVAL-03fa1e6b30a8dc7b,CLIN-035,Gemini 2.5 Pro,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-26da0673b92e5140,CLIN-035,Grok 4,Q1,3,2,5,4,,,,,,,3.2,55.0,C,False,,False,True
EVAL-14638a410a9653dc,CLIN-035,Grok 4,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-9f612f82d06fb2a4,CLIN-035,Grok 4,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-6962510b8868ca1c,CLIN-035,OpenAI O3,Q1,5,4,5,4,,,,,,,4.6,90.0,B,False,,False,True
EVAL-eb104138c757b065,CLIN-035,OpenAI O3,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-ddf11a86e63c901f,CLIN-035,OpenAI O3,Q3,,,,,,,,3,5,3,3.6,65.0,C,False,,False,True
EVAL-ee32b939f95c1b69,CLIN-035,Claude Sonnet 4 Thinking,Q1,3,2,5,4,,,,,,,3.2,55.0,C,False,,False,True
EVAL-da317bc82f57f8df,CLIN-035,Claude Sonnet 4 Thinking,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-e793c3cf46a24e9d,CLIN-035,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-4562c4f00ded5a8a,CLIN-036,Gemini 2.5 Pro,Q1,5,4,5,4,,,,,,,4.6,90.0,B,False,,False,True
EVAL-4b4ac8908b127dc9,CLIN-036,Gemini 2.5 Pro,Q2,,,,,5,5,3,,,,4.6,90.0,B,False,,False,True
EVAL-66b9d950b47c827e,CLIN-036,Gemini 2.5 Pro,Q3,,,,,,,,3,4,3,3.3,57.5,C,False,,False,True
EVAL-dcf8fe80cdcb88c2,CLIN-036,Grok 4,Q1,5,5,5,4,,,,,,,4.9,97.5,A,False,,False,True
EVAL-a3f5407bb88eee9a,CLIN-036,Grok 4,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-4e3670f7adb03e13,CLIN-036,Grok 4,Q3,,,,,,,,4,5,4,4.3,82.5,B,False,,False,True
EVAL-d4f5a2a1b71766ac,CLIN-036,OpenAI O3,Q1,5,4,5,4,,,,,,,4.6,90.0,B,False,,False,True
EVAL-173f02658b60ea81,CLIN-036,OpenAI O3,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-fd95be676d676c68,CLIN-036,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-93629783208ba961,CLIN-036,Claude Sonnet 4 Thinking,Q1,2,4,5,4,,,,,,,3.4,49.0,D,True,Fabricated or Erroneous Test Result,True,False
EVAL-534c34933225f1a2,CLIN-036,Claude Sonnet 4 Thinking,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-533e107b02f2c6b9,CLIN-036,Claude Sonnet 4 Thinking,Q3,,,,,,,,3,4,3,3.3,57.5,C,False,,False,True
EVAL-8f593ff175c5a26b,CLIN-037,Gemini 2.5 Pro,Q1,5,5,4,4,,,,,,,4.7,49.0,D,True,Type Misclassification,True,False
EVAL-0dd052266b5119a3,CLIN-037,Gemini 2.5 Pro,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-b893d57dabb1c414,CLIN-037,Gemini 2.5 Pro,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-6e02bb67d6624f8f,CLIN-037,Grok 4,Q1,2,4,4,4,,,,,,,3.2,49.0,D,True,Type Misclassification,True,False
EVAL-af422fe2f6bd4c23,CLIN-037,Grok 4,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-8da824d8905fdcb2,CLIN-037,Grok 4,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-bd1565c08c61dd84,CLIN-037,OpenAI O3,Q1,5,4,2,4,,,,,,,4.0,49.0,D,True,Severity Misclassification;Type Misclassification,True,False
EVAL-970e0f2976afe413,CLIN-037,OpenAI O3,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-db6ad6e3da67e8e6,CLIN-037,OpenAI O3,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-2f674443f4536d38,CLIN-037,Claude Sonnet 4 Thinking,Q1,3,5,4,4,,,,,,,3.9,49.0,D,True,Type Misclassification,True,False
EVAL-89caa9be5a725117,CLIN-037,Claude Sonnet 4 Thinking,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-61c34a1e7e32b88e,CLIN-037,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-64ac75df0ce4ed54,CLIN-038,Gemini 2.5 Pro,Q1,3,4,5,4,,,,,,,3.8,70.0,C,False,,False,True
EVAL-11dd029e5d11bdb5,CLIN-038,Gemini 2.5 Pro,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-5484a072af6bc1be,CLIN-038,Gemini 2.5 Pro,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-3ede0372c59d95cf,CLIN-038,Grok 4,Q1,3,5,5,4,,,,,,,4.1,77.5,B,False,,False,True
EVAL-de0ffd8d985bed68,CLIN-038,Grok 4,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-b6e7098310ab7360,CLIN-038,Grok 4,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-86f3965852cffea9,CLIN-038,OpenAI O3,Q1,3,5,5,4,,,,,,,4.1,77.5,B,False,,False,True
EVAL-9d76adbb2c44f0c3,CLIN-038,OpenAI O3,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-e844d57ead1ffc9e,CLIN-038,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-af2e5e30d6bc3f80,CLIN-038,Claude Sonnet 4 Thinking,Q1,5,4,5,4,,,,,,,4.6,90.0,B,False,,False,True
EVAL-c494bfe55ee19df8,CLIN-038,Claude Sonnet 4 Thinking,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-e198e64172244989,CLIN-038,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-bb2eb6e9c288846e,CLIN-039,Gemini 2.5 Pro,Q1,5,4,4,4,,,,,,,4.4,49.0,D,True,Type Misclassification,True,False
EVAL-2eecc39243b3f48a,CLIN-039,Gemini 2.5 Pro,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-090199e628c92cf3,CLIN-039,Gemini 2.5 Pro,Q3,,,,,,,,4,5,4,4.3,82.5,B,False,,False,True
EVAL-42ce702473533931,CLIN-039,Grok 4,Q1,2,5,4,4,,,,,,,3.5,49.0,D,True,Fabricated or Erroneous Test Result;Type Misclassification,True,False
EVAL-dc88a5ef99a9a858,CLIN-039,Grok 4,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-ca72aa40c95243ad,CLIN-039,Grok 4,Q3,,,,,,,,4,5,4,4.3,82.5,B,False,,False,True
EVAL-c9835e5de029ba4b,CLIN-039,OpenAI O3,Q1,5,5,4,4,,,,,,,4.7,49.0,D,True,Type Misclassification,True,False
EVAL-148ff8a4ef662565,CLIN-039,OpenAI O3,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-c41120ca109921a5,CLIN-039,OpenAI O3,Q3,,,,,,,,2,4,2,2.6,40.0,D,False,,False,False
EVAL-7a61ebd532c1632f,CLIN-039,Claude Sonnet 4 Thinking,Q1,2,5,4,4,,,,,,,3.5,49.0,D,True,Type Misclassification,True,False
EVAL-921bf39fa911d3e9,CLIN-039,Claude Sonnet 4 Thinking,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-eeabd4642a286ada,CLIN-039,Claude Sonnet 4 Thinking,Q3,,,,,,,,4,4,4,4.0,75.0,B,False,,False,True
EVAL-acab1554dd9890f5,CLIN-040,Gemini 2.5 Pro,Q1,5,4,5,4,,,,,,,4.6,90.0,B,False,,False,True
EVAL-b98b37e6c46199db,CLIN-040,Gemini 2.5 Pro,Q2,,,,,5,5,3,,,,4.6,90.0,B,False,,False,True
EVAL-574a6fafb39677e9,CLIN-040,Gemini 2.5 Pro,Q3,,,,,,,,4,5,4,4.3,82.5,B,False,,False,True
EVAL-8cdddd269836e4a7,CLIN-040,Grok 4,Q1,3,4,5,4,,,,,,,3.8,70.0,C,False,,False,True
EVAL-c64cf8e51526a4a8,CLIN-040,Grok 4,Q2,,,,,3,4,3,,,,3.3,57.5,C,False,,False,True
EVAL-2703028908b75c35,CLIN-040,Grok 4,Q3,,,,,,,,4,5,4,4.3,82.5,B,False,,False,True
EVAL-8a8f1eeb1fcb4192,CLIN-040,OpenAI O3,Q1,5,5,3,4,,,,,,,4.5,87.5,B,False,,False,True
EVAL-cd6f43fa026a2112,CLIN-040,OpenAI O3,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-6b6e45bea858aa74,CLIN-040,OpenAI O3,Q3,,,,,,,,3,5,3,3.6,65.0,C,False,,False,True
EVAL-765aee47b7ef4206,CLIN-040,Claude Sonnet 4 Thinking,Q1,5,5,5,4,,,,,,,4.9,97.5,A,False,,False,True
EVAL-f09ae4a6de59087b,CLIN-040,Claude Sonnet 4 Thinking,Q2,,,,,5,5,3,,,,4.6,90.0,B,False,,False,True
EVAL-7d1265cd5eb496a6,CLIN-040,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-431fd535953b1b30,CLIN-041,Gemini 2.5 Pro,Q1,5,3,5,4,,,,,,,4.3,82.5,B,False,,False,True
EVAL-2ddbbe424cd5ef17,CLIN-041,Gemini 2.5 Pro,Q2,,,,,5,5,3,,,,4.6,90.0,B,False,,False,True
EVAL-024c9826e22b35c7,CLIN-041,Gemini 2.5 Pro,Q3,,,,,,,,4,5,4,4.3,82.5,B,False,,False,True
EVAL-78c95a1a66967a40,CLIN-041,Grok 4,Q1,5,4,5,4,,,,,,,4.6,90.0,B,False,,False,True
EVAL-f27eb64a9ef8658d,CLIN-041,Grok 4,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-1b9c1c39e437010e,CLIN-041,Grok 4,Q3,,,,,,,,4,5,4,4.3,82.5,B,False,,False,True
EVAL-7ee760a99c86c826,CLIN-041,OpenAI O3,Q1,5,3,5,4,,,,,,,4.3,82.5,B,False,,False,True
EVAL-474d99d5fe712d19,CLIN-041,OpenAI O3,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-1cdc110eb9e24ba9,CLIN-041,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-fe7ccbcf31a20914,CLIN-041,Claude Sonnet 4 Thinking,Q1,5,5,5,4,,,,,,,4.9,97.5,A,False,,False,True
EVAL-5ea40fc97e0374dc,CLIN-041,Claude Sonnet 4 Thinking,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-31c902f1bdf01647,CLIN-041,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-e9f13b77c7ce1b7f,CLIN-042,Gemini 2.5 Pro,Q1,2,5,5,4,,,,,,,3.7,49.0,D,True,Fabricated or Erroneous Test Result,True,False
EVAL-ea1b1d15fad2c50f,CLIN-042,Gemini 2.5 Pro,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-113ab1f41a54d7f3,CLIN-042,Gemini 2.5 Pro,Q3,,,,,,,,4,5,4,4.3,82.5,B,False,,False,True
EVAL-171fda8f08b86ba3,CLIN-042,Grok 4,Q1,3,3,5,4,,,,,,,3.5,62.5,C,False,,False,True
EVAL-17bbb92a98e808e8,CLIN-042,Grok 4,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-6aad9b51a4c7fd92,CLIN-042,Grok 4,Q3,,,,,,,,4,5,4,4.3,82.5,B,False,,False,True
EVAL-d57543cf16088984,CLIN-042,OpenAI O3,Q1,5,5,5,4,,,,,,,4.9,97.5,A,False,,False,True
EVAL-e6fa05d21a2c62ee,CLIN-042,OpenAI O3,Q2,,,,,3,4,3,,,,3.3,57.5,C,False,,False,True
EVAL-041cf3975c9012be,CLIN-042,OpenAI O3,Q3,,,,,,,,4,5,4,4.3,82.5,B,False,,False,True
EVAL-ec9ad97163bdf2b4,CLIN-042,Claude Sonnet 4 Thinking,Q1,2,5,2,4,,,,,,,3.1,49.0,D,True,Fabricated or Erroneous Test Result;Severity Misclassification,True,False
EVAL-9f9dd7a49c7eb512,CLIN-042,Claude Sonnet 4 Thinking,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-5566792fa3d3a9f1,CLIN-042,Claude Sonnet 4 Thinking,Q3,,,,,,,,4,4,4,4.0,75.0,B,False,,False,True
EVAL-a1e9eac44f1b2936,CLIN-043,Gemini 2.5 Pro,Q1,5,5,5,4,,,,,,,4.9,97.5,A,False,,False,True
EVAL-b17c3ce79ca3be70,CLIN-043,Gemini 2.5 Pro,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-0b79fa7c74d6d1b3,CLIN-043,Gemini 2.5 Pro,Q3,,,,,,,,4,4,4,4.0,75.0,B,False,,False,True
EVAL-fbce04cd29899793,CLIN-043,Grok 4,Q1,5,5,4,2,,,,,,,4.5,49.0,D,True,Fabricated or Erroneous Test Result;Type Misclassification,True,False
EVAL-794cc185ef9d3813,CLIN-043,Grok 4,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-ae063f226c5d0644,CLIN-043,Grok 4,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-a17c97fef6ea9462,CLIN-043,OpenAI O3,Q1,5,5,5,4,,,,,,,4.9,97.5,A,False,,False,True
EVAL-522b74917ae9b738,CLIN-043,OpenAI O3,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-104ea2426354e790,CLIN-043,OpenAI O3,Q3,,,,,,,,4,5,4,4.3,82.5,B,False,,False,True
EVAL-b590bd742df5999c,CLIN-043,Claude Sonnet 4 Thinking,Q1,5,5,5,4,,,,,,,4.9,97.5,A,False,,False,True
EVAL-b7056da8cff70bc0,CLIN-043,Claude Sonnet 4 Thinking,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-0d9315a67aaf9d8d,CLIN-043,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-ffdd5c5068ed6118,CLIN-044,Gemini 2.5 Pro,Q1,5,3,5,4,,,,,,,4.3,82.5,B,False,,False,True
EVAL-bf3990a7d9dad841,CLIN-044,Gemini 2.5 Pro,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-14428b36a0973eff,CLIN-044,Gemini 2.5 Pro,Q3,,,,,,,,4,4,4,4.0,75.0,B,False,,False,True
EVAL-11b2f702c485e6ed,CLIN-044,Grok 4,Q1,5,3,5,4,,,,,,,4.3,82.5,B,False,,False,True
EVAL-d569f29ec878b6a2,CLIN-044,Grok 4,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-93ba1afe7b4d9f7e,CLIN-044,Grok 4,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-439beed80bf0bd6d,CLIN-044,OpenAI O3,Q1,5,3,5,4,,,,,,,4.3,82.5,B,False,,False,True
EVAL-f562c9fba9d3feaa,CLIN-044,OpenAI O3,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-11a2c31226882198,CLIN-044,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-6e4f6ef90e90f930,CLIN-044,Claude Sonnet 4 Thinking,Q1,5,5,5,4,,,,,,,4.9,97.5,A,False,,False,True
EVAL-27c85b84a31608ab,CLIN-044,Claude Sonnet 4 Thinking,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-5d1b7dddbcd1888b,CLIN-044,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-c16306c731435080,CLIN-045,Gemini 2.5 Pro,Q1,5,4,5,4,,,,,,,4.6,90.0,B,False,,False,True
EVAL-f9fef284cd19bcb8,CLIN-045,Gemini 2.5 Pro,Q2,,,,,5,5,3,,,,4.6,90.0,B,False,,False,True
EVAL-ec4301588038d377,CLIN-045,Gemini 2.5 Pro,Q3,,,,,,,,4,5,4,4.3,82.5,B,False,,False,True
EVAL-f2352a25cea2bf10,CLIN-045,Grok 4,Q1,2,5,5,4,,,,,,,3.7,49.0,D,True,Fabricated or Erroneous Test Result,True,False
EVAL-2c39f474176c306d,CLIN-045,Grok 4,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-b1ec07292621f6f2,CLIN-045,Grok 4,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-d4c3b2623e0c554a,CLIN-045,OpenAI O3,Q1,5,5,5,4,,,,,,,4.9,97.5,A,False,,False,True
EVAL-e363187153a401a0,CLIN-045,OpenAI O3,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-8f223ab5f9663871,CLIN-045,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-8c095f41e3bf8c7a,CLIN-045,Claude Sonnet 4 Thinking,Q1,5,5,2,4,,,,,,,4.3,49.0,D,True,Severity Misclassification,True,False
EVAL-d7f1fbe538f46d73,CLIN-045,Claude Sonnet 4 Thinking,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-25f8632eb7959175,CLIN-045,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-183877c620746edc,CLIN-046,Gemini 2.5 Pro,Q1,5,5,5,4,,,,,,,4.9,97.5,A,False,,False,True
EVAL-60814db857a4dba8,CLIN-046,Gemini 2.5 Pro,Q2,,,,,3,4,3,,,,3.3,57.5,C,False,,False,True
EVAL-598e922921c6de59,CLIN-046,Gemini 2.5 Pro,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-236feca9d92d0f32,CLIN-046,Grok 4,Q1,5,5,5,4,,,,,,,4.9,97.5,A,False,,False,True
EVAL-fe54e78236f97d01,CLIN-046,Grok 4,Q2,,,,,3,4,3,,,,3.3,57.5,C,False,,False,True
EVAL-1659e83c998de687,CLIN-046,Grok 4,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-6fc7fc8090c2ee58,CLIN-046,OpenAI O3,Q1,5,5,5,4,,,,,,,4.9,97.5,A,False,,False,True
EVAL-57acd0f864fa4319,CLIN-046,OpenAI O3,Q2,,,,,3,4,3,,,,3.3,57.5,C,False,,False,True
EVAL-30b6a1535c58322a,CLIN-046,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-30ee382a77cd58e8,CLIN-046,Claude Sonnet 4 Thinking,Q1,5,5,5,4,,,,,,,4.9,97.5,A,False,,False,True
EVAL-de4306330f9b7f67,CLIN-046,Claude Sonnet 4 Thinking,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-8b1c5cf8aa3a86f7,CLIN-046,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-58455ba4470d9c3b,CLIN-047,Gemini 2.5 Pro,Q1,3,5,2,4,,,,,,,3.5,49.0,D,True,Severity Misclassification,True,False
EVAL-39a21fafe23bd6b0,CLIN-047,Gemini 2.5 Pro,Q2,,,,,3,5,3,,,,3.6,65.0,C,False,,False,True
EVAL-02073fbe31dff1fd,CLIN-047,Gemini 2.5 Pro,Q3,,,,,,,,4,5,4,4.3,82.5,B,False,,False,True
EVAL-bb14bd3d0c38531b,CLIN-047,Grok 4,Q1,3,5,3,4,,,,,,,3.7,67.5,C,False,,False,True
EVAL-d0ba487dfddab4d6,CLIN-047,Grok 4,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-912ec61b376edc78,CLIN-047,Grok 4,Q3,,,,,,,,4,5,4,4.3,82.5,B,False,,False,True
EVAL-ce4b70e1e980fc37,CLIN-047,OpenAI O3,Q1,3,5,4,4,,,,,,,3.9,72.5,C,False,,False,True
EVAL-4e1915ec75abe3c4,CLIN-047,OpenAI O3,Q2,,,,,3,5,3,,,,3.6,65.0,C,False,,False,True
EVAL-097e902c02666d2b,CLIN-047,OpenAI O3,Q3,,,,,,,,4,4,4,4.0,75.0,B,False,,False,True
EVAL-9838c71117910313,CLIN-047,Claude Sonnet 4 Thinking,Q1,3,5,4,4,,,,,,,3.9,72.5,C,False,,False,True
EVAL-2ddb61bfffa7b98f,CLIN-047,Claude Sonnet 4 Thinking,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-bd2d384b21e8787d,CLIN-047,Claude Sonnet 4 Thinking,Q3,,,,,,,,4,5,4,4.3,82.5,B,False,,False,True
EVAL-2be39e854cf422bc,CLIN-048,Gemini 2.5 Pro,Q1,5,4,2,4,,,,,,,4.0,49.0,D,True,Severity Misclassification,True,False
EVAL-57eb557b82dbd625,CLIN-048,Gemini 2.5 Pro,Q2,,,,,3,4,3,,,,3.3,57.5,C,False,,False,True
EVAL-185059ca70fd0f8d,CLIN-048,Gemini 2.5 Pro,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-fe96182867cc9376,CLIN-048,Grok 4,Q1,3,3,5,4,,,,,,,3.5,62.5,C,False,,False,True
EVAL-7da6b91cd56e3fee,CLIN-048,Grok 4,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-76c6b546e1cbf420,CLIN-048,Grok 4,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-ac47f0efd1d9e652,CLIN-048,OpenAI O3,Q1,5,4,5,4,,,,,,,4.6,90.0,B,False,,False,True
EVAL-68b8bf72f3b3317c,CLIN-048,OpenAI O3,Q2,,,,,3,5,4,,,,3.8,70.0,C,False,,False,True
EVAL-c79217f332133fe1,CLIN-048,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-f65739667f285637,CLIN-048,Claude Sonnet 4 Thinking,Q1,5,5,2,4,,,,,,,4.3,49.0,D,True,Severity Misclassification,True,False
EVAL-693d5a39dda20572,CLIN-048,Claude Sonnet 4 Thinking,Q2,,,,,3,5,3,,,,3.6,65.0,C,False,,False,True
EVAL-63631d4376213eaa,CLIN-048,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-8af351adfa399b23,CLIN-049,Gemini 2.5 Pro,Q1,5,5,4,4,,,,,,,4.7,92.5,A,False,,False,True
EVAL-d6e2fc9c4bdd8de9,CLIN-049,Gemini 2.5 Pro,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-8e2f8dd04447cb36,CLIN-049,Gemini 2.5 Pro,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-7d6118e97e92aaa9,CLIN-049,Grok 4,Q1,3,2,4,4,,,,,,,3.0,50.0,C,False,,False,True
EVAL-c49ff4675169630f,CLIN-049,Grok 4,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-57162cecb2e8f345,CLIN-049,Grok 4,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-3d0bf36f45f1fc19,CLIN-049,OpenAI O3,Q1,5,5,4,4,,,,,,,4.7,92.5,A,False,,False,True
EVAL-7db651385726774c,CLIN-049,OpenAI O3,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-e90631ea1c49309c,CLIN-049,OpenAI O3,Q3,,,,,,,,4,4,4,4.0,75.0,B,False,,False,True
EVAL-e9dbef9cb058cc0e,CLIN-049,Claude Sonnet 4 Thinking,Q1,5,3,4,4,,,,,,,4.1,77.5,B,False,,False,True
